sample_id,pair_id,task,branch,video_path,video_exists,question,prompt,ground_truth,source
orh:172:basic,orh:172,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01141000_0_105.mp4,False,Does an elephant touch a person in the video?,"Does an elephant touch a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:172:hallucination,orh:172,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01141000_0_105.mp4,False,Does an elephant leave a person in the video?,"Does an elephant leave a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:173:basic,orh:173,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00869000_270_315.mp4,False,Does a bird jump toward a bird in the video?,"Does a bird jump toward a bird in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:173:hallucination,orh:173,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00869000_270_315.mp4,False,Does a bird jump away from a bird in the video?,"Does a bird jump away from a bird in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:174:basic,orh:174,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00887001_135_165.mp4,False,Does a dog run right a person in the video?,"Does a dog run right a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:174:hallucination,orh:174,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00887001_135_165.mp4,False,Does a dog stand still by a person in the video?,"Does a dog stand still by a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:175:basic,orh:175,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00199006_60_315.mp4,False,Does a bear lie front a bear in the video?,"Does a bear lie front a bear in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:175:hallucination,orh:175,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00199006_60_315.mp4,False,Does a bear run behind a bear in the video?,"Does a bear run behind a bear in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:176:basic,orh:176,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00887001_0_165.mp4,False,Does a dog watch a person in the video?,"Does a dog watch a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:176:hallucination,orh:176,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00887001_0_165.mp4,False,Does a dog ignore a person in the video?,"Does a dog ignore a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:177:basic,orh:177,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00416000_165_195.mp4,False,Is a bird in front of a bird in the video?,"Is a bird in front of a bird in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:177:hallucination,orh:177,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00416000_165_195.mp4,False,Is a bird on above of a bird in the video?,"Is a bird on above of a bird in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:178:basic,orh:178,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00930000_330_360.mp4,False,Does a monkey creep beneath a monkey in the video?,"Does a monkey creep beneath a monkey in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:178:hallucination,orh:178,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00930000_330_360.mp4,False,Does a monkey rise above a monkey in the video?,"Does a monkey rise above a monkey in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:179:basic,orh:179,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00309003_0_240.mp4,False,Is an antelope larger a monkey in the video?,"Is an antelope larger a monkey in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:179:hallucination,orh:179,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00309003_0_240.mp4,False,Is an antelope smaller a monkey in the video?,"Is an antelope smaller a monkey in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:180:basic,orh:180,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00005004_0_30.mp4,False,Is a dog larger a frisbee in the video?,"Is a dog larger a frisbee in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:180:hallucination,orh:180,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00005004_0_30.mp4,False,Is a dog smaller a frisbee in the video?,"Is a dog smaller a frisbee in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:181:basic,orh:181,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_val_00081001_0_495.mp4,False,Is a horse larger a horse in the video?,"Is a horse larger a horse in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:181:hallucination,orh:181,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_val_00081001_0_495.mp4,False,Is a horse same with a horse in the video?,"Is a horse same with a horse in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:182:basic,orh:182,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00969000_30_60.mp4,False,Does a domestic cat sit beneath a lizard in the video?,"Does a domestic cat sit beneath a lizard in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:182:hallucination,orh:182,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00969000_30_60.mp4,False,Does a domestic cat stand above a lizard in the video?,"Does a domestic cat stand above a lizard in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:183:basic,orh:183,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00376003_0_165.mp4,False,Does an elephant stand with an elephant in the video?,"Does an elephant stand with an elephant in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:183:hallucination,orh:183,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00376003_0_165.mp4,False,Does an elephant walk away from an elephant in the video?,"Does an elephant walk away from an elephant in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:184:basic,orh:184,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00025008_0_30.mp4,False,Is a sofa larger than a person in the video?,"Is a sofa larger than a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:184:hallucination,orh:184,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00025008_0_30.mp4,False,Is a sofa smaller than a person in the video?,"Is a sofa smaller than a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:185:basic,orh:185,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00376001_0_600.mp4,False,Is an elephant larger than an elephant in the video?,"Is an elephant larger than an elephant in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:185:hallucination,orh:185,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00376001_0_600.mp4,False,Is an elephant same with an elephant in the video?,"Is an elephant same with an elephant in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:186:basic,orh:186,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01144003_510_690.mp4,False,Does an elephant lie behind a person in the video?,"Does an elephant lie behind a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:186:hallucination,orh:186,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01144003_510_690.mp4,False,Does an elephant lie in front a person in the video?,"Does an elephant lie in front a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:187:basic,orh:187,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00290007_0_90.mp4,False,Does a person sit front of a dog in the video?,"Does a person sit front of a dog in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:187:hallucination,orh:187,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00290007_0_90.mp4,False,Does a person sit back of a dog in the video?,"Does a person sit back of a dog in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:188:basic,orh:188,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00267002_300_555.mp4,False,Does a tiger stand front a tiger in the video?,"Does a tiger stand front a tiger in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:188:hallucination,orh:188,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00267002_300_555.mp4,False,Does a tiger lie above a tiger in the video?,"Does a tiger lie above a tiger in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:189:basic,orh:189,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00187003_0_375.mp4,False,Does a cattle sit right a cattle in the video?,"Does a cattle sit right a cattle in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:189:hallucination,orh:189,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00187003_0_375.mp4,False,Does a cattle lean left a cattle in the video?,"Does a cattle lean left a cattle in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:190:basic,orh:190,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01141000_0_45.mp4,False,Does an elephant stand right a ball in the video?,"Does an elephant stand right a ball in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:190:hallucination,orh:190,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01141000_0_45.mp4,False,Does an elephant sit left a ball in the video?,"Does an elephant sit left a ball in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:191:basic,orh:191,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00025008_0_30.mp4,False,Does a person stand left a sofa in the video?,"Does a person stand left a sofa in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:191:hallucination,orh:191,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00025008_0_30.mp4,False,Does a person sit right a sofa in the video?,"Does a person sit right a sofa in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:192:basic,orh:192,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00898000_30_90.mp4,False,Does a lion follow a lion in the video?,"Does a lion follow a lion in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:192:hallucination,orh:192,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00898000_30_90.mp4,False,Does a lion walk far away of a lion in the video?,"Does a lion walk far away of a lion in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:193:basic,orh:193,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_val_00072000_15_45.mp4,False,Does a dog walk left a person in the video?,"Does a dog walk left a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:193:hallucination,orh:193,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_val_00072000_15_45.mp4,False,Does a dog walk right a person in the video?,"Does a dog walk right a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:194:basic,orh:194,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01141000_30_105.mp4,False,Does a person watch an elephant in the video?,"Does a person watch an elephant in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:194:hallucination,orh:194,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01141000_30_105.mp4,False,Does a person ignore an elephant in the video?,"Does a person ignore an elephant in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:195:basic,orh:195,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00940003_15_75.mp4,False,Is a bicycle beneath a person in the video?,"Is a bicycle beneath a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:195:hallucination,orh:195,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00940003_15_75.mp4,False,Is a bicycle above a person in the video?,"Is a bicycle above a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:196:basic,orh:196,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00896001_810_930.mp4,False,Does a red panda sit right a red panda in the video?,"Does a red panda sit right a red panda in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:196:hallucination,orh:196,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00896001_810_930.mp4,False,Does a red panda slouch a red panda in the video?,"Does a red panda slouch a red panda in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:197:basic,orh:197,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01141000_30_75.mp4,False,Is an elephant front of a person in the video?,"Is an elephant front of a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:197:hallucination,orh:197,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_01141000_30_75.mp4,False,Is an elephant back of a person in the video?,"Is an elephant back of a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:198:basic,orh:198,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00077002_135_210.mp4,False,Does a monkey sit front a monkey in the video?,"Does a monkey sit front a monkey in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:198:hallucination,orh:198,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00077002_135_210.mp4,False,Does a monkey run back to a monkey in the video?,"Does a monkey run back to a monkey in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:199:basic,orh:199,orh,basic,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00071015_0_30.mp4,False,Does a bicycle jump toward a person in the video?,"Does a bicycle jump toward a person in the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
orh:199:hallucination,orh:199,orh,hallucination,external/VideoHallucer/videohallucer_datasets/object_relation/videos/ILSVRC2015_train_00071015_0_30.mp4,False,Does a bicycle move away a person in the video?,"Does a bicycle move away a person in the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/object_relation/object_relation.json
tph:0:basic,tph:0,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_uOk4EFDsDP4.mp4,False,Does 'we see a black opening screen' happen at the beginning of the video?,"Does 'we see a black opening screen' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:0:hallucination,tph:0,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_uOk4EFDsDP4.mp4,False,Does 'we see a black opening screen' happen at the end of the video?,"Does 'we see a black opening screen' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:1:basic,tph:1,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_uOk4EFDsDP4.mp4,False,Does 'we see a child in the house with a soccer ball' happen at the beginning of the video?,"Does 'we see a child in the house with a soccer ball' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:1:hallucination,tph:1,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_uOk4EFDsDP4.mp4,False,Does 'we see a child in the house with a soccer ball' happen at the end of the video?,"Does 'we see a child in the house with a soccer ball' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:2:basic,tph:2,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_7qBA7XPDsC4.mp4,False,Does 'a black screen is shown with white letters on it serving as the title screen' happen at the beginning of the video?,"Does 'a black screen is shown with white letters on it serving as the title screen' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:2:hallucination,tph:2,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_7qBA7XPDsC4.mp4,False,Does 'a black screen is shown with white letters on it serving as the title screen' happen at the end of the video?,"Does 'a black screen is shown with white letters on it serving as the title screen' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:3:basic,tph:3,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_oZTFplEHVDo.mp4,False,Does 'words are shown on the screen' happen at the beginning of the video?,"Does 'words are shown on the screen' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:3:hallucination,tph:3,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_oZTFplEHVDo.mp4,False,Does 'words are shown on the screen' happen at the end of the video?,"Does 'words are shown on the screen' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:4:basic,tph:4,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_-uR5-jYe0Ag.mp4,False,Does 'this woman is shown putting on her makeup while looking in the mirror' happen at the beginning of the video?,"Does 'this woman is shown putting on her makeup while looking in the mirror' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:4:hallucination,tph:4,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_-uR5-jYe0Ag.mp4,False,Does 'this woman is shown putting on her makeup while looking in the mirror' happen at the end of the video?,"Does 'this woman is shown putting on her makeup while looking in the mirror' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:5:basic,tph:5,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_-uR5-jYe0Ag.mp4,False,Does 'first she makes her eyes up and winks at the camera' happen at the beginning of the video?,"Does 'first she makes her eyes up and winks at the camera' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:5:hallucination,tph:5,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_-uR5-jYe0Ag.mp4,False,Does 'first she makes her eyes up and winks at the camera' happen at the end of the video?,"Does 'first she makes her eyes up and winks at the camera' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:6:basic,tph:6,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_1Vu0bzAKL8Q.mp4,False,Does 'a large wooden plank fence is shown outside and then the animated version is shown' happen at the beginning of the video?,"Does 'a large wooden plank fence is shown outside and then the animated version is shown' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:6:hallucination,tph:6,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_1Vu0bzAKL8Q.mp4,False,Does 'a large wooden plank fence is shown outside and then the animated version is shown' happen at the end of the video?,"Does 'a large wooden plank fence is shown outside and then the animated version is shown' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:7:basic,tph:7,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_ANwaFSIHdW0.mp4,False,Does 'a man is on a playground with his dogs' happen at the beginning of the video?,"Does 'a man is on a playground with his dogs' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:7:hallucination,tph:7,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_ANwaFSIHdW0.mp4,False,Does 'a man is on a playground with his dogs' happen at the end of the video?,"Does 'a man is on a playground with his dogs' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:8:basic,tph:8,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_HWuRcUpcsHY.mp4,False,Does 'a person gives a thumbs up to another person' happen at the beginning of the video?,"Does 'a person gives a thumbs up to another person' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:8:hallucination,tph:8,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_HWuRcUpcsHY.mp4,False,Does 'a person gives a thumbs up to another person' happen at the end of the video?,"Does 'a person gives a thumbs up to another person' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:9:basic,tph:9,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_dFVX_2UQ2WY.mp4,False,Does 'a woman sits on front a red shoe' happen at the beginning of the video?,"Does 'a woman sits on front a red shoe' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:9:hallucination,tph:9,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_dFVX_2UQ2WY.mp4,False,Does 'a woman sits on front a red shoe' happen at the end of the video?,"Does 'a woman sits on front a red shoe' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:10:basic,tph:10,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_rcDw6If4hjc.mp4,False,Does 'a man throws a bowling ball down a lane' happen at the beginning of the video?,"Does 'a man throws a bowling ball down a lane' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:10:hallucination,tph:10,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_rcDw6If4hjc.mp4,False,Does 'a man throws a bowling ball down a lane' happen at the end of the video?,"Does 'a man throws a bowling ball down a lane' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:11:basic,tph:11,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_rcDw6If4hjc.mp4,False,Does 'the pins are knocked over' happen at the beginning of the video?,"Does 'the pins are knocked over' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:11:hallucination,tph:11,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_rcDw6If4hjc.mp4,False,Does 'the pins are knocked over' happen at the end of the video?,"Does 'the pins are knocked over' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:12:basic,tph:12,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_D2JvqkKa-qM.mp4,False,Does 'two women are standing on a diving board' happen at the beginning of the video?,"Does 'two women are standing on a diving board' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:12:hallucination,tph:12,tph,hallucination,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_D2JvqkKa-qM.mp4,False,Does 'two women are standing on a diving board' happen at the end of the video?,"Does 'two women are standing on a diving board' happen at the end of the video?
Answer the question using 'yes' or 'no'.",no,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
tph:13:basic,tph:13,tph,basic,external/VideoHallucer/videohallucer_datasets/temporal/videos/v_D2JvqkKa-qM.mp4,False,Does 'they do back flips and land in the water' happen at the beginning of the video?,"Does 'they do back flips and land in the water' happen at the beginning of the video?
Answer the question using 'yes' or 'no'.",yes,external/VideoHallucer/videohallucer_datasets/temporal/temporal.json
