task,sample_id,annotation_video_id,resolved_video_path,mapping_status,ground_truth,skip_reason,evaluated
tsh,tsh:119,mi6wetIKq2w_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/mi6wetIKq2w_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:120,mi6wetIKq2w_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/mi6wetIKq2w_clip_5_6.mp4,resolved,BA,,True
tsh,tsh:121,mi6wetIKq2w_clip_3_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/mi6wetIKq2w_clip_3_6.mp4,resolved,BA,,True
tsh,tsh:122,mi6wetIKq2w_clip_4_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/mi6wetIKq2w_clip_4_6.mp4,resolved,AB,,True
tsh,tsh:123,mi6wetIKq2w_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/mi6wetIKq2w_clip_3_5.mp4,resolved,AB,,True
tsh,tsh:124,7hvq4VqEGCE_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/7hvq4VqEGCE_clip_4_5.mp4,resolved,BA,,True
tsh,tsh:125,FV2TzKt9MdI_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/FV2TzKt9MdI_clip_2_4.mp4,resolved,AB,,True
tsh,tsh:126,7lwrP2ma2TU_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/7lwrP2ma2TU_clip_1_4.mp4,resolved,BA,,True
tsh,tsh:127,7lwrP2ma2TU_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/7lwrP2ma2TU_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:128,MIAhrxkYadk_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/MIAhrxkYadk_clip_1_2.mp4,resolved,AB,,True
tsh,tsh:129,CKjHXMoXye4_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/CKjHXMoXye4_clip_1_2.mp4,resolved,AB,,True
tsh,tsh:130,Ycf5NG0xedg_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Ycf5NG0xedg_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:131,fzHg9PhhlAg_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/fzHg9PhhlAg_clip_2_4.mp4,resolved,AB,,True
tsh,tsh:132,3dR4MEUDHa0_clip_3_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/3dR4MEUDHa0_clip_3_6.mp4,resolved,BA,,True
tsh,tsh:133,k3oPZS_Id3M_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/k3oPZS_Id3M_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:134,1UIhgxQXcfI_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/1UIhgxQXcfI_clip_2_4.mp4,resolved,AB,,True
tsh,tsh:135,kj5y_71bsJM_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/kj5y_71bsJM_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:136,OhydQlKoSUw_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/OhydQlKoSUw_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:137,OhydQlKoSUw_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/OhydQlKoSUw_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:138,I2AbLUtNSMI_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/I2AbLUtNSMI_clip_5_6.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/I2AbLUtNSMI_clip_5_6.mp4,ambiguous,AB,video_ambiguous,True
tsh,tsh:139,hru57dsi0N0_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/hru57dsi0N0_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:140,mBZAFJ-Q6Mw_clip_2_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/mBZAFJ-Q6Mw_clip_2_7.mp4,resolved,AB,,True
tsh,tsh:141,q53Ajkll_kw_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/q53Ajkll_kw_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:142,q53Ajkll_kw_clip_4_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/q53Ajkll_kw_clip_4_6.mp4,resolved,AB,,True
tsh,tsh:143,-OH1BDqao9w_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/-OH1BDqao9w_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:144,LrwBGQ9B0Vg_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/LrwBGQ9B0Vg_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:145,KA6YYIl2z4E_clip_2_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/KA6YYIl2z4E_clip_2_5.mp4,resolved,AB,,True
tsh,tsh:146,sjpWwjzCbrw_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/sjpWwjzCbrw_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:147,Q2PC60uwjdY_clip_2_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Q2PC60uwjdY_clip_2_5.mp4,resolved,AB,,True
tsh,tsh:148,Q2PC60uwjdY_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Q2PC60uwjdY_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:149,GnbyHdd-BjQ_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/GnbyHdd-BjQ_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:150,AyWXuUCDSjw_clip_5_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/AyWXuUCDSjw_clip_5_7.mp4,resolved,AB,,True
tsh,tsh:151,AyWXuUCDSjw_clip_2_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/AyWXuUCDSjw_clip_2_7.mp4,resolved,AB,,True
tsh,tsh:152,uek-TzOhu9I_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/uek-TzOhu9I_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:153,H6g8SsxL8RU_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/H6g8SsxL8RU_clip_1_2.mp4,resolved,AB,,True
tsh,tsh:154,o0O-CwwSaGw_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/o0O-CwwSaGw_clip_1_4.mp4,resolved,BA,,True
tsh,tsh:155,3PiN6rDgg_E_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/3PiN6rDgg_E_clip_3_5.mp4,resolved,BA,,True
tsh,tsh:156,3PiN6rDgg_E_clip_2_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/3PiN6rDgg_E_clip_2_5.mp4,resolved,AB,,True
tsh,tsh:157,k7EVFW1nCNI_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/k7EVFW1nCNI_clip_2_3.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/k7EVFW1nCNI_clip_2_3.mp4,ambiguous,BA,video_ambiguous,True
tsh,tsh:158,l-YtPYZ_534_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/l-YtPYZ_534_clip_2_4.mp4,resolved,AB,,True
tsh,tsh:159,u2uoYvo8J5s_clip_1_11,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/u2uoYvo8J5s_clip_1_11.mp4,resolved,BA,,True
tsh,tsh:160,u2uoYvo8J5s_clip_1_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/u2uoYvo8J5s_clip_1_8.mp4,resolved,AB,,True
tsh,tsh:161,u2uoYvo8J5s_clip_11_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/u2uoYvo8J5s_clip_11_3.mp4,resolved,BA,,True
tsh,tsh:162,u2uoYvo8J5s_clip_3_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/u2uoYvo8J5s_clip_3_8.mp4,resolved,BA,,True
tsh,tsh:163,cCAct_Q8QTw_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/cCAct_Q8QTw_clip_1_2.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/cCAct_Q8QTw_clip_1_2.mp4,ambiguous,AB,video_ambiguous,True
tsh,tsh:164,KsKUIIHiMg0_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/KsKUIIHiMg0_clip_1_4.mp4,resolved,BA,,True
tsh,tsh:165,lcVkXTsnR7A_clip_2_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/lcVkXTsnR7A_clip_2_5.mp4,resolved,AB,,True
tsh,tsh:166,4XGQR2VmWpw_clip_10_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/4XGQR2VmWpw_clip_10_8.mp4,resolved,BA,,True
tsh,tsh:167,ZwDfAhQVKLQ_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ZwDfAhQVKLQ_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:168,QvBG_Da97h8_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/QvBG_Da97h8_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:169,QvBG_Da97h8_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/QvBG_Da97h8_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:170,bHxWHW2PGy4_clip_6_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/bHxWHW2PGy4_clip_6_9.mp4,resolved,BA,,True
tsh,tsh:171,CSk99DHanfg_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/CSk99DHanfg_clip_2_4.mp4,resolved,AB,,True
tsh,tsh:172,Acqpfz6lQc4_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Acqpfz6lQc4_clip_4_5.mp4,resolved,BA,,True
tsh,tsh:173,ukfCQQpZ0k4_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ukfCQQpZ0k4_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:174,4OCbTYrThtc_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/4OCbTYrThtc_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:175,Hev5Vj0Jjuk_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Hev5Vj0Jjuk_clip_2_3.mp4,resolved,BA,,True
tsh,tsh:176,M6FdaEstXbI_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/M6FdaEstXbI_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:177,UUjXw1xjprU_clip_6_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/UUjXw1xjprU_clip_6_9.mp4,resolved,BA,,True
tsh,tsh:178,UUjXw1xjprU_clip_7_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/UUjXw1xjprU_clip_7_9.mp4,resolved,AB,,True
tsh,tsh:179,T9JSNxOyUQA_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/T9JSNxOyUQA_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:180,zQCqzIgIpHI_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/zQCqzIgIpHI_clip_1_3.mp4,resolved,AB,,True
tsh,tsh:181,juiMCvZUYwk_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/juiMCvZUYwk_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:182,29aDIi7qxXY_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/29aDIi7qxXY_clip_3_4.mp4|/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/STH_videos/STH/29aDIi7qxXY_clip_3_4.mp4,ambiguous,AB,video_ambiguous,True
tsh,tsh:183,ykdPTjsmfgY_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ykdPTjsmfgY_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:184,BJM1rUjXvkQ_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/BJM1rUjXvkQ_clip_1_2.mp4,resolved,AB,,True
tsh,tsh:185,BJM1rUjXvkQ_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/BJM1rUjXvkQ_clip_1_4.mp4,resolved,AB,,True
tsh,tsh:186,sicaCRRCkiY_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/sicaCRRCkiY_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:187,2NITA0d4vqo_clip_7_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/2NITA0d4vqo_clip_7_8.mp4,resolved,AB,,True
tsh,tsh:188,2NITA0d4vqo_clip_5_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/2NITA0d4vqo_clip_5_8.mp4,resolved,BA,,True
tsh,tsh:189,k4WHaby5jd8_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/k4WHaby5jd8_clip_1_3.mp4,resolved,AB,,True
tsh,tsh:190,b0LY869JBrE_clip_5_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/b0LY869JBrE_clip_5_7.mp4,resolved,BA,,True
tsh,tsh:191,b0LY869JBrE_clip_5_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/b0LY869JBrE_clip_5_9.mp4,resolved,BA,,True
tsh,tsh:192,oqX-n2KHWAM_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/oqX-n2KHWAM_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:193,oqX-n2KHWAM_clip_2_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/oqX-n2KHWAM_clip_2_5.mp4,resolved,BA,,True
tsh,tsh:194,xHlBWc-7Kwo_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/xHlBWc-7Kwo_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:195,SfYJTxMRKDE_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/SfYJTxMRKDE_clip_1_4.mp4,resolved,AB,,True
tsh,tsh:196,p8_hwwgyoZE_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/p8_hwwgyoZE_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:197,peoMXSP3VgY_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/peoMXSP3VgY_clip_3_4.mp4,resolved,BA,,True
tsh,tsh:198,uICwWvS_AOo_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/uICwWvS_AOo_clip_1_2.mp4,resolved,AB,,True
tsh,tsh:199,uICwWvS_AOo_clip_2_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/uICwWvS_AOo_clip_2_9.mp4,resolved,BA,,True
tsh,tsh:200,djKnQP_LvSk_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/djKnQP_LvSk_clip_5_6.mp4,resolved,AB,,True
tsh,tsh:201,C5KcdwGSvbw_clip_4_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/C5KcdwGSvbw_clip_4_7.mp4,resolved,BA,,True
tsh,tsh:202,C5KcdwGSvbw_clip_4_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/C5KcdwGSvbw_clip_4_8.mp4,resolved,AB,,True
tsh,tsh:203,8NfYYT8d3EQ_clip_5_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/8NfYYT8d3EQ_clip_5_6.mp4,resolved,BA,,True
tsh,tsh:204,8NfYYT8d3EQ_clip_3_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/8NfYYT8d3EQ_clip_3_5.mp4,resolved,AB,,True
tsh,tsh:205,9qJbSz-eCq0_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/9qJbSz-eCq0_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:206,MjHlAvy2qVY_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/MjHlAvy2qVY_clip_1_3.mp4,resolved,AB,,True
tsh,tsh:207,vBCnsp-NEAg_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/vBCnsp-NEAg_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:208,NA8fCmbHwU8_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/NA8fCmbHwU8_clip_1_4.mp4,resolved,AB,,True
tsh,tsh:209,UU8a7vp6tgY_clip_2_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/UU8a7vp6tgY_clip_2_5.mp4,resolved,BA,,True
tsh,tsh:210,UU8a7vp6tgY_clip_1_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/UU8a7vp6tgY_clip_1_5.mp4,resolved,AB,,True
tsh,tsh:211,SIeV0DPSpHQ_clip_1_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/SIeV0DPSpHQ_clip_1_7.mp4,resolved,BA,,True
tsh,tsh:212,SIeV0DPSpHQ_clip_1_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/SIeV0DPSpHQ_clip_1_5.mp4,resolved,AB,,True
tsh,tsh:213,Pqi3yupFFJo_clip_7_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Pqi3yupFFJo_clip_7_8.mp4,resolved,BA,,True
tsh,tsh:214,1LdbczjQPII_clip_1_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/1LdbczjQPII_clip_1_9.mp4,resolved,AB,,True
tsh,tsh:215,hpU50i4WBK8_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/hpU50i4WBK8_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:216,8QCW0qWbNeI_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/8QCW0qWbNeI_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:217,afrMWrFkgDg_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/afrMWrFkgDg_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:218,Mcutz37Bowg_clip_1_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/Mcutz37Bowg_clip_1_3.mp4,resolved,BA,,True
tsh,tsh:219,TxLBvNWVk-4_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/TxLBvNWVk-4_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:220,kTVcpmqpXJ8_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/kTVcpmqpXJ8_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:221,C8IEqXTBod0_clip_2_8,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/C8IEqXTBod0_clip_2_8.mp4,resolved,BA,,True
tsh,tsh:222,C8IEqXTBod0_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/C8IEqXTBod0_clip_4_5.mp4,resolved,AB,,True
tsh,tsh:223,ofrX4WyAM-0_clip_3_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/ofrX4WyAM-0_clip_3_4.mp4,resolved,AB,,True
tsh,tsh:224,JNFUZz1bqmg_clip_10_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/JNFUZz1bqmg_clip_10_7.mp4,resolved,BA,,True
tsh,tsh:225,vZzl0RbIQPM_clip_3_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/vZzl0RbIQPM_clip_3_7.mp4,resolved,BA,,True
tsh,tsh:226,QRcwvzq7QUM_clip_6_7,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/QRcwvzq7QUM_clip_6_7.mp4,resolved,BA,,True
tsh,tsh:227,QRcwvzq7QUM_clip_3_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/QRcwvzq7QUM_clip_3_6.mp4,resolved,AB,,True
tsh,tsh:228,6ffxjwTIZHk_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/6ffxjwTIZHk_clip_1_2.mp4,resolved,BA,,True
tsh,tsh:229,5oz8ys_Y1_0_clip_8_9,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/5oz8ys_Y1_0_clip_8_9.mp4,resolved,AB,,True
tsh,tsh:230,LvRP3c5n3P8_clip_1_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/LvRP3c5n3P8_clip_1_4.mp4,resolved,BA,,True
tsh,tsh:231,LvRP3c5n3P8_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/LvRP3c5n3P8_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:232,LvRP3c5n3P8_clip_1_2,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/LvRP3c5n3P8_clip_1_2.mp4,resolved,AB,,True
tsh,tsh:233,JBTiD2-FcR0_clip_1_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/JBTiD2-FcR0_clip_1_5.mp4,resolved,BA,,True
tsh,tsh:234,FyxltEKCfZ0_clip_2_3,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/FyxltEKCfZ0_clip_2_3.mp4,resolved,AB,,True
tsh,tsh:235,FyxltEKCfZ0_clip_2_4,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/FyxltEKCfZ0_clip_2_4.mp4,resolved,BA,,True
tsh,tsh:236,A1SuSeqDTEI_clip_4_6,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/A1SuSeqDTEI_clip_4_6.mp4,resolved,AB,,True
tsh,tsh:237,LSvjzZHbetU_clip_4_5,/scratch/jp09/dd9648/datasets_video_hallu/vidhalluc/data/TSH_videos/VidHalluc/data/TSH/LSvjzZHbetU_clip_4_5.mp4,resolved,AB,,True
